CustomerID,CustomerName,Gender,Age,City,State,JoinDate
C384,Aditya Nair,Female,56,Lucknow,Uttar Pradesh,2023-07-25
C385,Vikram Gupta,Male,43,Ahmedabad,Gujarat,2024-12-07
C386,Aditya Das,Female,36,Delhi,Delhi,2022-05-15
C387,Aarav Reddy,Male,29,Lucknow,Uttar Pradesh,2022-04-16
C388,Pooja Nair,Female,56,Chennai,Tamil Nadu,2022-08-04
C389,Aditya Verma,Male,45,Hyderabad,Telangana,2022-02-22
C390,Vikram Kumar,Female,21,Jaipur,Rajasthan,2024-06-19
C391,Priya Das,Female,28,Mumbai,Maharashtra,2023-07-19
C392,Sanjay Gupta,Male,58,Mumbai,Maharashtra,2023-08-09
C393,Pooja Nair,Female,22,Lucknow,Uttar Pradesh,2022-08-25
C394,Riya Sharma,Female,32,Jaipur,Rajasthan,2023-04-05
C395,Riya Joshi,Female,35,Bengaluru,Karnataka,2022-02-23
C396,Priya Patel,Female,20,Lucknow,Uttar Pradesh,2024-02-18
C397,Aarav Reddy,Female,28,Mumbai,Maharashtra,2023-12-27
C398,Aman Kumar,Male,20,Hyderabad,Telangana,2024-10-15
C399,Aditya Singh,Female,48,Delhi,Delhi,2024-06-11
C400,Vikram Kapoor,Male,33,Kolkata,West Bengal,2024-09-13
C401,Riya Gupta,Female,56,Ahmedabad,Gujarat,2024-09-12
C402,Ananya Sharma,Female,21,Delhi,Delhi,2024-03-11
C403,Kavya Nair,Male,51,Pune,Maharashtra,2024-05-11
C404,Ankit Joshi,Male,24,Chennai,Tamil Nadu,2023-02-05
C405,Arjun Mishra,Female,25,Lucknow,Uttar Pradesh,2023-04-18
C406,Vikram Reddy,Female,21,Hyderabad,Telangana,2022-01-03
C407,Karan Mishra,Female,43,Chennai,Tamil Nadu,2023-09-20
C408,Isha Joshi,Female,19,Ahmedabad,Gujarat,2024-05-22
C409,Sanjay Kapoor,Male,42,Kolkata,West Bengal,2024-12-09
C410,Vikram Joshi,Male,42,Mumbai,Maharashtra,2022-01-15
C411,Kavya Verma,Male,39,Ahmedabad,Gujarat,2023-08-19
C412,Pooja Kapoor,Male,19,Pune,Maharashtra,2022-09-25
C413,Ankit Singh,Female,60,Pune,Maharashtra,2023-07-17
C414,Arjun Roy,Male,58,Jaipur,Rajasthan,2024-12-08
C415,Vivaan Mishra,Female,28,Hyderabad,Telangana,2022-11-05
C416,Neha Reddy,Female,20,Delhi,Delhi,2022-03-21
C417,Pooja Yadav,Female,24,Pune,Maharashtra,2024-09-10
C418,Vivaan Roy,Male,45,Mumbai,Maharashtra,2022-04-15
C419,Vivaan Patel,Female,34,Lucknow,Uttar Pradesh,2022-10-19
C420,Kavya Mishra,Female,59,Bengaluru,Karnataka,2024-02-28
C421,Karan Singh,Female,46,Bengaluru,Karnataka,2023-08-16
C422,Sanjay Nair,Female,54,Pune,Maharashtra,2022-07-01
C423,Vivaan Verma,Male,21,Mumbai,Maharashtra,2022-06-08
C424,Rohan Sharma,Female,47,Hyderabad,Telangana,2022-11-04
C425,Neha Chatterjee,Male,60,Delhi,Delhi,2024-10-06
C426,Sanjay Singh,Female,41,Kolkata,West Bengal,2022-08-06
C427,Vivaan Reddy,Female,24,Kolkata,West Bengal,2022-01-13
C428,Aman Das,Male,28,Chennai,Tamil Nadu,2024-12-15
C429,Karan Chatterjee,Female,58,Kolkata,West Bengal,2022-03-23
C430,Kavya Gupta,Male,52,Lucknow,Uttar Pradesh,2022-10-20
C431,Arjun Das,Male,51,Hyderabad,Telangana,2024-09-08
C432,Rohan Sharma,Female,19,Ahmedabad,Gujarat,2023-04-07
C433,Arjun Verma,Male,18,Kolkata,West Bengal,2023-11-05
C434,Ananya Joshi,Male,40,Chennai,Tamil Nadu,2023-01-17
C435,Riya Yadav,Female,42,Mumbai,Maharashtra,2024-03-04
C436,Sanjay Das,Male,35,Jaipur,Rajasthan,2022-11-04
C437,Priya Nair,Female,50,Lucknow,Uttar Pradesh,2024-10-11
C438,Isha Roy,Female,25,Kolkata,West Bengal,2024-09-01
C439,Rohan Verma,Male,36,Jaipur,Rajasthan,2023-04-11
C440,Arjun Sharma,Male,55,Pune,Maharashtra,2022-12-24
C441,Kavya Mishra,Male,46,Chennai,Tamil Nadu,2024-10-20
C442,Ankit Patel,Female,27,Ahmedabad,Gujarat,2022-09-12
C443,Karan Sharma,Female,48,Lucknow,Uttar Pradesh,2022-11-24
C444,Riya Mishra,Female,39,Mumbai,Maharashtra,2024-06-09
C445,Priya Roy,Female,24,Bengaluru,Karnataka,2024-10-25
C446,Arjun Verma,Female,25,Jaipur,Rajasthan,2023-08-27
C447,Sneha Mishra,Male,42,Bengaluru,Karnataka,2024-03-17
C448,Karan Patel,Male,50,Ahmedabad,Gujarat,2022-12-09
C449,Aarav Reddy,Male,60,Hyderabad,Telangana,2022-03-08
C450,Rahul Sharma,Male,33,Chennai,Tamil Nadu,2024-11-17
C451,Kavya Yadav,Female,36,Chennai,Tamil Nadu,2024-07-09
C452,Pooja Gupta,Male,38,Pune,Maharashtra,2024-01-09
C453,Ankit Gupta,Male,54,Hyderabad,Telangana,2023-06-09
C454,Sneha Reddy,Female,29,Mumbai,Maharashtra,2024-10-08
C455,Meera Gupta,Female,58,Lucknow,Uttar Pradesh,2024-02-15
C456,Rohan Kumar,Male,54,Bengaluru,Karnataka,2022-02-24
C457,Aarav Nair,Male,52,Delhi,Delhi,2023-04-13
C458,Aditya Kumar,Male,54,Hyderabad,Telangana,2023-12-05
C459,Priya Mishra,Male,35,Kolkata,West Bengal,2022-01-27
C460,Kavya Gupta,Female,31,Delhi,Delhi,2024-06-18
C461,Neha Singh,Female,31,Delhi,Delhi,2022-06-10
C462,Rohan Sharma,Male,51,Mumbai,Maharashtra,2022-01-18
C463,Karan Singh,Female,55,Pune,Maharashtra,2022-11-21
C464,Vikram Kapoor,Female,55,Jaipur,Rajasthan,2024-12-13
C465,Karan Patel,Female,32,Pune,Maharashtra,2023-05-24
C466,Sanjay Sharma,Male,20,Chennai,Tamil Nadu,2024-04-04
C467,Sanjay Sharma,Female,55,Delhi,Delhi,2023-03-05
C468,Meera Nair,Female,59,Delhi,Delhi,2024-04-07
C469,Pooja Joshi,Female,56,Hyderabad,Telangana,2023-01-15
C470,Vikram Mishra,Female,23,Delhi,Delhi,2024-06-25
C471,Sanjay Singh,Female,26,Hyderabad,Telangana,2024-01-07
C472,Rahul Chatterjee,Male,48,Ahmedabad,Gujarat,2022-05-28
C473,Ankit Das,Male,25,Jaipur,Rajasthan,2023-01-26
C474,Arjun Kapoor,Male,29,Lucknow,Uttar Pradesh,2024-11-10
C475,Aman Mishra,Female,60,Lucknow,Uttar Pradesh,2024-12-26
C476,Isha Singh,Female,40,Hyderabad,Telangana,2024-02-01
C477,Meera Gupta,Male,54,Ahmedabad,Gujarat,2022-03-10
C478,Karan Yadav,Female,37,Chennai,Tamil Nadu,2023-10-20
C479,Vikram Mishra,Male,52,Bengaluru,Karnataka,2023-07-19
C480,Neha Mishra,Female,26,Delhi,Delhi,2023-11-18
C481,Meera Kapoor,Female,43,Hyderabad,Telangana,2024-03-12
C482,Isha Joshi,Male,51,Pune,Maharashtra,2024-06-08
C483,Riya Chatterjee,Female,54,Lucknow,Uttar Pradesh,2023-07-17
C484,Arjun Patel,Male,26,Kolkata,West Bengal,2024-06-12
C485,Vikram Patel,Female,37,Lucknow,Uttar Pradesh,2023-11-18
C486,Sanjay Verma,Female,18,Hyderabad,Telangana,2023-06-02
C487,Neha Das,Male,29,Mumbai,Maharashtra,2023-11-13
C488,Pooja Mishra,Male,27,Delhi,Delhi,2022-11-08
C489,Vivaan Patel,Female,38,Mumbai,Maharashtra,2023-04-16
C490,Rohan Verma,Male,48,Chennai,Tamil Nadu,2023-10-12
C491,Ankit Das,Female,47,Chennai,Tamil Nadu,2024-10-17
C492,Ananya Reddy,Male,35,Ahmedabad,Gujarat,2022-04-25
C493,Vikram Gupta,Male,36,Ahmedabad,Gujarat,2022-10-25
C494,Isha Patel,Female,29,Mumbai,Maharashtra,2023-11-19
C495,Aditya Chatterjee,Male,19,Bengaluru,Karnataka,2023-01-07
C496,Aarav Patel,Female,41,Bengaluru,Karnataka,2024-10-01
C497,Rahul Joshi,Male,34,Delhi,Delhi,2024-10-26
C498,Pooja Yadav,Male,32,Delhi,Delhi,2022-12-04
C499,Pooja Gupta,Female,24,Jaipur,Rajasthan,2024-10-02
C500,Vikram Reddy,Male,43,Hyderabad,Telangana,2022-07-10
